ticker,trough_date,peak_date,wait_days,decision_date,rem_ret_pct,rest_dd_pct,rem_tq,total_ret,dist_sma200_dec,atr_pct_dec,snap_atr_pct,delta_atr_pct,snap_bb_width,delta_bb_width,snap_dist_sma200,delta_dist_sma200,snap_rsi14,delta_rsi14,snap_vol_spike,delta_vol_spike,snap_dist_sma50,delta_dist_sma50,snap_dist_sma20,delta_dist_sma20,snap_macd_hist_norm,delta_macd_hist_norm,wait_days_key
SHW,2021-06-18,2021-09-02,5,2021-06-25,12.87,2.16,5.9582,15.33,0.1071,0.0162,0.016228468082129913,-0.0004700172855843024,0.07897514400216757,-0.0106421882166568,0.1071432870334862,0.01852898654003672,47.670596932898285,16.15887634763265,1.5250010356684205,-0.054892075146204755,-0.012841635751072186,0.015261222927377612,-0.007492935739032452,0.032095259029279656,-0.0021328262393747422,0.005713826170474226,5
SHW,2021-09-28,2021-12-31,5,2021-10-05,21.08,4.37,4.8206,26.15,0.0907,0.0205,0.020540573792571872,0.0030321041112913276,0.09380028720364077,-0.009186166463073728,0.09073082010336805,0.039385069147661565,49.055502374064616,20.85510966730537,1.2184351022212228,-0.3327936602052717,-0.018321043226836777,0.0388444469085818,-0.0018825090637521677,0.057060711053248905,-0.0018207185797351237,0.0053174566415513345,5
SHW,2024-01-04,2024-03-28,5,2024-01-11,17.04,2.9,5.8737,17.69,0.1552,0.0151,0.015142088914481256,-0.0011180998143766122,0.0835648260076756,-0.033658414634233275,0.15523137574514695,-0.003281145969080246,51.36040372541181,1.5552846080621876,0.9025329062474765,-0.17445552896611805,0.05072690034809207,-0.017526301331286,-0.024137412287143133,-0.00017763086573178294,-0.009287747668549564,-9.304919256763501e-05,5
SHW,2024-06-07,2024-10-16,5,2024-06-14,31.38,4.21,7.4589,33.64,0.0111,0.024,0.02396425153612711,0.0022775713364140138,0.07512108036747842,-0.01831978931938101,0.011054280811242706,0.014576332684228034,41.40973082452259,7.944363184844171,0.48878388735688494,-1.2530867763598126,-0.038305826449909514,0.028047618429391033,-0.018197075024647593,0.031190368530842633,-0.00043451434716464604,0.0013080763726705691,5
SJM,2021-01-12,2021-01-27,5,2021-01-20,12.21,0.71,17.2222,15.24,0.0169,0.0215,0.02146671262489789,0.0024584594790756156,0.06212105239406848,0.0054977687038756315,0.0169102414581572,0.025525337303453244,47.608843898258186,11.751968953802361,1.3602789871553274,-0.2655281473847382,-0.014361300407602523,0.026518013099502163,-0.006635175635895402,0.027629553221427617,-0.0008107001181239705,0.0017967175406357386,5
SJM,2021-02-26,2021-06-04,5,2021-03-05,18.95,3.67,5.1655,25.68,0.0579,0.027,0.02703469921559737,0.002175213105773125,0.05138607005917412,0.0141877989934613,0.05793359624077634,0.05595774379574929,59.42053414164693,15.700125488499125,1.5957101613265552,0.17627229027578095,0.03112180184536466,0.0543512363217805,0.03454950062383413,0.054122913679639034,0.0029467188130862486,0.004650684704895849,5
SLB,2020-12-22,2021-01-12,5,2020-12-30,19.47,0.23,38.9397,22.38,0.2223,0.0387,0.03868506897872666,-0.005222108609973845,0.13249463293175176,-0.01995608876102989,0.22226905355472695,0.017781017945747213,53.79884084940049,3.6172683502934007,0.6260676483207346,-0.6658301811609921,0.11896214250833123,-0.008914781665159688,-0.022494545337333992,0.0214304328386501,-0.01448186791161056,0.0017715384871768644,5
SLB,2021-01-27,2021-02-24,5,2021-02-03,22.2,4.8,4.6242,35.48,0.2724,0.0481,0.048062168185439756,-0.006991217780514626,0.22375254892770433,-0.06010415829073365,0.27236126231118357,0.11240211892767757,55.658113142955315,16.17143175562812,1.0462891329880197,-0.15002534245924704,0.054379875065962965,0.09011462322692042,0.0013458418309733068,0.09149641935068452,-0.010417602993261273,0.009229522750792595,5
SLB,2021-04-20,2021-05-17,5,2021-04-27,30.06,2.77,10.8609,34.85,0.2101,0.0372,0.0372149094286297,0.002108820999665015,0.12002687425612536,0.006680280944743558,0.2100581524426925,0.03185885774364117,46.42689963995433,8.730059677059465,1.1510926703124338,0.017046927878159313,-0.04748737760475,0.035101315100531244,-0.016769046271364163,0.049411937987445656,-0.0019119122321661808,0.005364951770286796,5
SLB,2021-09-21,2021-10-20,5,2021-09-28,12.39,4.11,3.0157,29.0,0.1069,0.0391,0.03905347816230264,-9.565047786277286e-05,0.1487248894301803,0.03708296630810659,0.1068507494133127,0.1370682287917807,64.71943860718544,21.2756222259216,1.845504276623702,0.7183304563524806,0.09932844219233895,0.1392534793425186,0.09781234790865878,0.13346363020645668,0.011139383229514629,0.010793135386710782,5
SLB,2021-12-20,2022-02-16,5,2021-12-28,38.89,3.83,10.141,46.89,0.0067,0.0301,0.030080183803317187,-0.008632258292742973,0.1021224732617186,-0.023541839139008827,0.006689498218210872,0.05427635643887608,49.82485964032986,12.83078399106784,0.6491814715797448,-0.22773888894888095,-0.042555823399032175,0.06152292524255845,0.01469305159716598,0.06036157602556806,0.0038054037258406074,0.006336907074021717,5
SLB,2022-05-10,2022-06-08,5,2022-05-17,15.83,4.89,3.2384,31.3,0.2421,0.0495,0.04947614674051042,-0.01910588051378565,0.1606230984362494,-0.03931976534858192,0.24214498279065486,0.13683546605529978,57.45856770067793,16.73544515884477,0.7386201037215322,-0.1035651292241293,0.040924620078334105,0.11961429037985699,0.06257979046811853,0.1380277209009745,0.005721387936125459,0.011447957581567528,5
SLB,2022-09-26,2022-11-11,5,2022-10-03,43.13,4.59,9.3895,61.9,0.0015,0.0469,0.04690415591400873,-0.0030916667198771716,0.20244268888792114,0.009335022270304472,0.0014973279921061894,0.11251263149830965,54.403663283223516,17.800715912830768,1.1730614300100706,0.12898216054554545,0.034398209901829374,0.11485697506273947,0.02020427702992795,0.13205771995573876,-0.00407537482937808,0.013179279614373561,5
SLB,2022-12-09,2023-01-17,5,2022-12-16,18.39,3.74,4.9188,24.46,0.1835,0.0402,0.040197363946502515,-0.00616796430871043,0.1212883898087169,-0.037293247941003,0.18350660331857616,0.049854516403189664,46.467105517775174,9.522500635353474,1.8723377865398487,0.500479568285916,-0.011168514655977048,0.027719543933219758,-0.027673870586357497,0.06390417451214349,-0.005948005200915021,0.009281608681031103,5
SLB,2025-11-20,2025-12-11,5,2025-11-28,12.19,0.66,18.5943,15.54,0.0192,0.032,0.031969410894746114,-0.0014207531043856636,0.06202344111296501,-0.0007850947450783186,0.019241748862770316,0.03253217217734084,53.06139805093119,6.911740736938512,0.2854425711312502,-0.5647870152359957,0.032278723474678195,0.027280829197985156,-0.0005514931231937216,0.0306941659124754,-0.003315330400324027,0.0023257992167702965,5
SLB,2025-12-16,2026-01-27,5,2025-12-23,32.62,3.26,9.9906,34.7,0.0878,0.0268,0.026776378084941724,-0.002391178972085937,0.14462989456688008,-0.03538267565483144,0.08778942608218475,0.017517774865004887,54.52934738767878,2.3989911394823125,0.54802519714858,-0.6571157951674026,0.051704210239698754,0.0005776364360179087,0.008563391541683445,-0.002688923532176696,-0.0032985364851000525,-0.005640592997793306,5
SLB,2026-03-12,2026-03-27,5,2026-03-19,11.88,2.49,4.7731,20.06,0.2473,0.0418,0.041838445233589636,-0.001153339604772298,0.21304512375550827,0.024309866571488425,0.24725042169186418,0.07488513781752865,50.41479838797306,18.033664551293136,1.6396845828712416,0.18175238321896026,-0.01169771823261975,0.05752992858047498,-0.011421789889779816,0.09064367707196139,-0.006662843149516121,0.009703972195473573,5
SLV,2020-06-05,2020-08-10,5,2020-06-12,65.85,4.69,14.0496,66.67,0.0284,0.0273,0.027290264758088503,0.0002620342167691976,0.09641270861066435,-0.11347975672153125,0.028414087120680786,0.004804679031282601,55.05031045093863,-3.8511748867001216,0.8962592660001596,0.07028430300018751,0.0827060074652116,-0.018840284783798747,-0.003214421061963415,-0.02652315541950378,-0.004514203833840191,-0.00458763461890667,5
SLV,2020-11-27,2021-01-05,5,2020-12-04,14.19,3.9,3.6417,21.95,0.1711,0.0227,0.022686837323303285,-0.003034242099110882,0.11280178042219371,-0.006394245875982488,0.17108643666702167,0.06720058726083937,51.90869589191869,17.34467597898236,0.898447959516547,0.10718507688310597,0.0033743190753277004,0.06624441970567678,0.0061992139288742035,0.068413843729277,0.0020382837749212943,0.009102828280979438,5
SLV,2021-01-15,2021-02-01,5,2021-01-25,13.63,0.97,14.0158,16.6,0.1343,0.031,0.030997875779337353,-0.001526252209747364,0.13468907004029923,-0.00041098490074428784,0.13434931659743252,0.015481113276576558,48.26808309965536,5.052970445618087,0.6582348978780548,-0.4712100790862541,0.0134437070106087,0.022254239235300323,-0.024885122739002914,0.02674813601926686,-0.004948518777610478,0.0054335669511097395,5
SLV,2021-03-30,2021-05-17,5,2021-04-07,12.26,2.79,4.3883,17.65,0.0133,0.0189,0.018921059673897456,-0.0022893007666396036,0.10867103225422722,0.00184816288782777,0.013281677130012466,0.039262082831762336,45.88704483296396,14.538541041104018,0.5337764995864406,-0.5747914677933638,-0.041550612144085154,0.046311301773236856,-0.010518285869720194,0.05127046034085533,0.0006653989691176556,0.007533803801111646,5
SLV,2023-03-08,2023-05-04,5,2023-03-15,19.7,3.83,5.1393,30.11,0.0374,0.024,0.0239642756325858,0.0034673781321558697,0.11164841993032475,-0.016738438320649154,0.03743856377445934,0.0839891954001391,53.54481040656054,25.99409638768988,2.6413028638231757,1.721973569471885,-0.02976674903345301,0.08819614131745035,0.03127336762708837,0.09225833131983832,0.008320387209282094,0.01164162632157323,5
SLV,2024-04-30,2024-05-21,5,2024-05-07,17.46,0.35,34.9117,21.7,0.1398,0.0224,0.02244324120725021,-0.00642519220246544,0.1104086260653678,0.008141761656903446,0.13981746059864425,0.037597471773237245,54.00247825265905,9.530122729306896,0.3924578875847882,-0.36260078600260676,0.05035995782905007,0.020716533233082663,-0.010522130914738014,0.039316900773529534,-0.006478343770470109,0.00505875762589463,5
SLV,2025-04-04,2025-07-22,5,2025-04-11,22.37,4.71,4.7476,31.91,0.0373,0.031,0.031003772700615093,0.003255306304609608,0.1975313021323582,0.054978518857322495,0.03731713887459089,0.07421758183073837,49.03288182652947,20.52047213310663,1.3655436146309645,-1.5365624344225974,-0.010957713851796247,0.07143700449225149,-0.017965258707147724,0.08743438447143244,-0.008062032241701763,0.004646563179729788,5
SLV,2025-07-31,2025-10-16,5,2025-08-07,41.46,3.23,12.8402,47.57,0.1549,0.0159,0.015863886226946435,-0.001543082605485021,0.07706723526764662,-0.024365955220017887,0.15492273969447495,0.042823325711951604,57.72795083444289,14.283143637745212,0.9645271707243919,0.32647086765590516,0.04064996999966762,0.03121607432814186,0.005118084394753717,0.035964062489911,-0.0032837741636321327,0.00421839063125315,5
SLV,2025-11-21,2025-12-26,5,2025-12-01,35.42,2.64,13.4251,57.0,0.4841,0.0295,0.02948536108899458,0.0005197423148323478,0.18703174808189643,0.03991711236919554,0.48406231073628164,0.18578348161114133,73.6859891574341,21.919936065016444,2.3357286678227913,1.3527919280168543,0.1704560246595286,0.1363605672977695,0.13423102863539338,0.12458029598259478,0.010462707627856527,0.01203522482362631,5
SNPS,2020-05-01,2020-06-09,5,2020-05-08,18.39,3.33,5.5222,26.72,0.1476,0.0286,0.028599093879503785,-0.005458838679847224,0.12491860561624905,-0.11006028983266818,0.14760973667347166,0.07155224097253177,63.224728524210185,8.600896695922799,0.7231479261567969,-0.39869944482320274,0.1618139748763334,0.06605437145414192,0.05232035895239609,0.03237331965524842,0.0011437144468658734,-0.0011186697136367236,5
SNPS,2020-08-11,2020-09-02,5,2020-08-18,14.63,1.18,12.3649,20.06,0.267,0.0216,0.021579590552460275,-0.004585483037984103,0.06393627013714148,-0.0077896551738296516,0.2670270925666806,0.045601945914904685,55.51082294777795,13.577697493320912,1.3268768120412067,-0.4320580162699357,0.026720686527609557,0.039581840940468294,0.010073460592497622,0.04526885890498692,-0.0018321306162949825,0.004194185009373182,5
SNPS,2020-11-24,2021-01-20,5,2020-12-02,21.68,3.68,5.8902,26.89,0.2132,0.0265,0.026480566879181693,-0.0072266701513613064,0.135178096429217,-0.014922829374330537,0.213218648217374,0.039932559418716984,51.96104952404722,8.492119501711038,1.0262740699430404,-0.1609553602621221,0.014956983914578444,0.031807683240950194,-0.0015439704110032494,0.03328657451550384,0.0016372899134019354,0.00921100499204484,5
SNPS,2021-03-08,2021-04-15,5,2021-03-15,11.61,3.49,3.3268,19.97,0.0498,0.0473,0.04734533409165242,-0.006416532529017298,0.338281080382395,-0.06566948738346429,0.0497832220227948,0.06654978362603488,42.362405265848025,13.696488973432722,0.6512146724387162,-0.4681803140779546,-0.09111034190203268,0.07129852019503546,-0.04953454396727394,0.10958403795948726,-0.00521044202961793,0.018765846029688706,5
SNPS,2021-05-12,2021-09-02,5,2021-05-19,42.29,2.23,18.9362,47.78,0.0065,0.0322,0.03220544704200938,0.0005323469731913569,0.13931244680929383,-0.024905988174091648,0.0064821784097654715,0.033598768152295407,45.4926325432407,10.918229502983522,1.103708317576135,-0.7289274700270354,-0.026903631662049732,0.0332670204637007,-0.017655383110674758,0.05517459329463363,-0.0014381271709164927,0.008632795606888025,5
SNPS,2021-10-11,2021-11-19,5,2021-10-18,16.51,3.04,5.4252,23.97,0.128,0.0231,0.02308258132896791,-0.00407729860705627,0.14347841643707135,-0.07785730067524019,0.12796586257939532,0.06346779857638446,51.29092873235607,19.298469520758324,0.6500870237865016,0.1807753212806089,-0.018736061464678898,0.055908972939261635,0.012977945217513566,0.08304800399793139,0.0036055456029437257,0.013561084300098966,5
SNPS,2022-07-13,2022-08-15,5,2022-07-20,18.07,0.59,30.462,28.83,0.0433,0.0299,0.029876007858503483,-0.00011705024099467262,0.09768745136326315,-0.005847637609636566,0.04330130065745223,0.08619998574300144,62.46421515941697,15.128902952780969,0.9037332721031963,0.13279778616010918,0.08875155937673967,0.08136038841158375,0.06460723766296148,0.07336444182910454,0.005229172284982909,0.005885064368785896,5
SNPS,2023-01-05,2023-02-15,5,2023-01-12,13.92,2.57,5.4137,20.45,0.0459,0.0257,0.025708713053061726,-0.002124488725390332,0.06829879685932547,-0.011294473561767618,0.04591575061923333,0.05634914299858166,57.1394969018557,13.095972035640166,0.665225117747207,-0.22480934279127385,0.03494582532216649,0.04525611546846026,0.028611845985768714,0.057427664890868674,0.0035018132481784694,0.008273716556430274,5
SNPS,2023-04-25,2023-05-30,5,2023-05-02,26.03,4.06,6.4164,27.51,0.0792,0.0192,0.019170669970561844,-0.0004318728105391183,0.062241503187702274,0.0032744718611355667,0.0792080640006614,0.007859794586952365,44.2090375237371,6.057781921461164,1.0456810229453215,-0.20390168290124788,-0.007248042684465005,0.010838159409561544,-0.018812140602454595,0.01794528793209253,-0.003928181813704786,0.0012862865229903153,5
SNPS,2023-08-17,2023-10-12,5,2023-08-24,13.85,4.84,2.8625,17.01,0.1426,0.0271,0.02709749217360758,0.0027703455500567714,0.07981635911714967,-0.015294022168498553,0.1425521283398706,0.019607703105413765,48.57931941246496,10.650144275178391,1.278808101187243,-0.6079127728754032,-0.008529864516690936,0.027839504965736152,-0.004273205544934337,0.03523577346688278,0.0011016032548238877,0.006739100073823199,5
SNPS,2023-10-26,2023-12-13,5,2023-11-02,18.69,4.52,4.1348,25.26,0.1523,0.0228,0.022802695822547292,-0.003307770871802739,0.1149208850719804,-0.020032542963391325,0.1522528505273339,0.05157411998938523,57.07624360093213,17.643458232532744,1.2670318687296789,0.47135493730031386,0.032022835667350764,0.04688995388289353,0.004497425854924368,0.04797677779849693,-0.0018376402844257653,0.007710233892397764,5
SNPS,2024-01-05,2024-02-09,5,2024-01-12,16.36,3.78,4.3244,18.67,0.0868,0.0269,0.026938865983607754,0.0004984603347996698,0.2151243179911697,-0.010834727403154304,0.08679104423239013,0.01366433063463321,37.77855728901855,8.571372684910642,0.7899128499907287,-1.6436684894034799,-0.058971520545748064,0.011041561537198048,-0.04915032122043611,0.041303400054576694,-0.0054991295189244244,0.011155730088129924,5
SNPS,2024-04-19,2024-07-05,5,2024-04-26,14.28,4.62,3.0937,21.65,0.067,0.0271,0.027075725396152685,-0.001732888640437899,0.16851334599713938,-0.008209372156265021,0.06697434367232082,0.06016061294627447,47.53602951928772,19.691553621765095,1.041352422010783,-0.22677064738721464,-0.03512705984095752,0.06429343528123219,-0.0098287199305816,0.08180154001939385,-0.0018805870138759802,0.011644008790862683,5
SNPS,2025-06-20,2025-07-30,5,2025-06-27,28.39,3.66,7.7628,37.15,0.0208,0.0264,0.026401120952273396,8.043494594683898e-07,0.10261990639369707,-0.03713482185175061,0.02080534369283124,0.06448729161330867,61.00120291737971,16.79287745769365,1.6640974226425738,0.7167029299334795,0.05477937251275557,0.05344633282481337,0.042038766107354096,0.06614218829133385,0.0022146510988312845,0.008241007481804095,5
SO,2021-02-26,2021-05-04,5,2021-03-05,13.83,2.66,5.1935,17.1,0.0395,0.0199,0.019916786279995716,0.003518028400990303,0.07913832889976968,0.01087401912827489,0.039528715824205043,0.026360807242711913,47.27959567793481,14.668350981318781,1.1368183082291938,-0.49637089284201363,-0.014459775563246175,0.03087884431996738,-0.010304591743020964,0.0320278368881576,-0.0019806048720228905,0.003065817663313575,5
SO,2022-02-23,2022-05-27,5,2022-03-02,18.9,4.43,4.266,22.17,0.0201,0.0236,0.023560851206398233,0.0021362522851757215,0.1081717694691488,-0.008001979152002223,0.020124824197162394,0.026726458415889328,45.58246388965257,13.246207946801633,0.7162701149466791,-0.13710100358539434,-0.02870510226309021,0.028444583915268256,-0.012474781761110443,0.03857038891135752,-0.0005653443245771076,0.006285724758705981,5
SO,2022-06-17,2022-08-19,5,2022-06-27,14.92,3.17,4.7022,23.67,0.0525,0.0256,0.025579075393972795,-0.00016749037766537744,0.22353773457188078,-0.009167449593718097,0.052468362349126704,0.07298934535193305,47.176707941585796,27.302055219028283,0.6956562839722078,-1.0284800032618042,-0.0360915468867598,0.07547843174748037,-0.013928511604187234,0.08859083431452673,-0.0005238852746864614,0.01692303420482252,5
SO,2024-04-16,2024-10-23,5,2024-04-23,30.79,4.6,6.6976,41.36,0.075,0.0182,0.018235025518252734,0.00042266830916441386,0.07794128828750259,0.01954204015334085,0.07498483899389886,0.07928732323060553,67.16268041427992,29.68875982071114,1.2331783305734287,0.1923130590004214,0.059617190296883005,0.07158801267710488,0.03968552506194996,0.0717018018047258,0.004319647377527814,0.009909189828613605,5
SO,2025-01-06,2025-03-10,5,2025-01-14,14.26,4.24,3.3606,15.8,0.0014,0.0147,0.014651336581636814,-0.0012824570340123683,0.03624244945956252,-0.012072981828808768,0.0013766278289165776,0.009160687532552765,43.6991091960191,10.99402529374104,0.9107352685512499,-0.4937539760213939,-0.03650353723040336,0.022386137749497735,-0.003086099998213783,0.019643731067514585,0.001847489308584664,0.0013813707379359418,5
SO,2025-05-14,2025-10-15,5,2025-05-21,12.1,4.64,2.6109,19.37,0.0384,0.0201,0.020051590362158082,0.00025753880973182833,0.0906511712728535,-0.0025699682893380454,0.03839691105995184,0.06137902838303869,52.315706105374694,21.78901862705853,1.7941421637695412,-0.07828882405104887,0.004644583536554086,0.061893608250255534,0.0047637248249602715,0.0649116235272116,0.0010002102397740926,0.009774461381378882,5
SPG,2020-12-21,2021-01-26,5,2020-12-29,18.92,3.87,4.8852,20.28,0.2803,0.0335,0.03349587301906673,-0.008456118992527385,0.1289982601144125,-0.0012018041336877838,0.28034589925451814,0.015305862443941831,50.324469369288664,1.1065973105366638,0.5442235295801663,-0.3241834779321706,0.08148740589455589,-0.014805498464163055,-0.03514697057329463,0.012878537165325929,-0.012490153769669573,0.0023358583089394067,5
SPG,2021-02-02,2021-02-24,5,2021-02-09,16.04,3.15,5.0988,28.7,0.454,0.0374,0.037417282186303275,-0.006555414081637026,0.1451522412697587,-0.07788929136723985,0.45403204077584364,0.12073567317131584,69.51991882708076,16.049832371197454,1.4704192711108497,0.7896287226861123,0.1488779687170181,0.09648355274833648,0.08175098912862777,0.07248362450790302,0.0025924014745843465,0.006316421502968413,5
SPG,2021-03-24,2021-05-10,5,2021-03-31,12.66,2.44,5.1847,17.16,0.4277,0.0367,0.03665920340184366,-0.0033382110278418753,0.10911663239657637,-0.006543396083636979,0.4276881270410485,0.03737935112515073,52.47961438773495,6.755946229434514,0.7046413976469794,-0.1873979062084623,0.05294226657425152,0.018156908612812557,-0.0056244143718982825,0.036541362918859094,-0.006493133289501585,0.005270014469864927,5
SPG,2021-05-12,2021-06-08,5,2021-05-19,10.99,2.16,5.089,15.38,0.3814,0.0304,0.030377711326719004,-8.965375044224164e-05,0.08871291678864685,-0.03446535478216435,0.38137717576410035,0.029274158014629736,55.183263455324386,8.288334484319485,0.7099295891778011,-0.43757770031522647,0.042276474423437085,0.03006465616514272,0.005977477038758999,0.027344096930089518,-0.0027371600888649065,-0.00016585321344830123,5
SPG,2021-09-10,2021-11-05,5,2021-09-17,29.88,3.81,7.8409,33.31,0.1601,0.0203,0.020269447727295848,-6.857793546226343e-05,0.06438157127235442,-0.019833544153207913,0.16005941439169324,0.017303057860522303,51.569372703492164,8.399960793988463,1.7818218799613543,0.7114030340298059,0.01994629354512176,0.02258709517049059,-0.0006524453957194283,0.020515272703681597,-0.0018094198916071929,0.0012450385279374739,5
SPG,2023-10-27,2024-01-12,5,2023-11-03,26.19,4.43,5.9152,42.31,0.0604,0.0226,0.022575513888899328,0.003184447274819608,0.1225378348048434,0.05593074869076667,0.06041112439204559,0.12132009597848244,70.4780016606941,30.7537316226342,1.2551726792714302,0.0530023235742465,0.0722699558258107,0.11984726551343172,0.09034244898417779,0.10522668481557071,0.012240493470275896,0.0119386933135466,5
SPG,2024-08-05,2024-10-18,5,2024-08-12,17.02,2.46,6.9242,21.01,0.0899,0.0317,0.031669303086398364,0.003908410535462176,0.07054647072523096,-0.008225143530627907,0.08993927078116043,0.02594770881189762,51.10219754127535,7.632648741059938,1.4012975614792889,-0.10757098958574729,0.01474717036674326,0.026964744647313466,-0.0020238541085562996,0.02305540042348426,0.0007848524896178791,0.004001960092292319,5
SPG,2025-10-30,2026-02-27,5,2025-11-06,14.17,4.09,3.4627,19.04,0.0847,0.0182,0.018179228221323195,0.0028510377271848616,0.05382002911402937,-0.004560711069533256,0.0846885606179984,0.04242978009523647,54.75922600599769,17.33328193201561,0.7888704336814313,-0.45522673493866195,0.004180310411762916,0.03825273740824378,0.01668132685613116,0.0424546783480874,0.002607938710098887,0.005989940028381081,5
SPG,2026-03-24,2026-04-20,5,2026-03-31,11.27,0.79,14.2126,16.43,0.0568,0.0216,0.02160126425994037,-0.004321147463828636,0.12768041366263444,-0.025530591313498524,0.056760854495539054,0.042758186520338255,47.79077655964481,17.803433884894233,1.2049046335825184,-0.5083089405954844,-0.02115739508800659,0.04326684708104952,-0.006912310094501453,0.06583547321643123,-0.00254358334750868,0.0070207299031771146,5
SPGI,2020-04-21,2020-06-03,5,2020-04-28,12.94,3.4,3.804,25.02,0.1276,0.0361,0.03612103581313919,-0.006787337645032011,0.24142003675683488,-0.05001359999012139,0.1276283834850634,0.10402049551137835,62.76917877677405,9.774898933161936,1.005153374233129,0.20877274015763103,0.13591355704790176,0.11557709457993871,0.10269699395781343,0.0581320925949877,0.009719035363540325,-0.002976573935523351,5
SPGI,2020-06-11,2020-09-02,5,2020-06-18,16.0,4.49,3.5663,23.48,0.197,0.0273,0.02725916237057282,-0.00033445273801770495,0.10008860489164828,-0.0405487929811576,0.19696805734083106,0.06565929148282151,58.30171768251217,12.164332185668904,0.6145241942989619,-0.6669789430148505,0.08207735414094819,0.03847806988835375,0.012720191180613988,0.04966297175783287,-0.0051685280839758605,0.0015056437434448613,5
SPGI,2021-05-12,2021-09-16,5,2021-05-19,22.96,3.61,6.358,23.29,0.0724,0.0186,0.018551348013940035,-0.0012567744551766555,0.08991479878292559,0.011099149970533129,0.07236834851341802,0.0009031365694851107,43.53749006033057,1.9460475645258626,0.8115016663610772,-0.4243527368272808,0.0027273611963720737,-0.008353450086289542,-0.0347612732892048,0.004653218633997383,-0.008926635278074064,-0.001266613447619672,5
SPGI,2023-10-27,2024-02-07,5,2023-11-03,20.32,3.15,6.4556,34.52,0.0383,0.0238,0.02375667759567686,0.0013153284171377594,0.12022568752305143,0.019336227636919306,0.03833009109843144,0.10971718308619198,66.14447091525439,39.06127223792841,1.5294031893612368,0.38640257892073504,0.02894640971245299,0.1142079159035137,0.06621288716886281,0.11336933072643954,0.009311603511513564,0.012855522715807139,5
SPGI,2024-04-16,2024-10-16,5,2024-04-23,28.51,4.76,5.9943,29.99,0.0154,0.0175,0.017486403326091353,0.0010733467370896213,0.0783261051472561,0.010618731132879977,0.015383919097021647,0.010372176639036276,40.462873348166276,9.060787873016444,1.8724273295084313,1.0435204954111437,-0.025748652100895813,0.018568708690844985,-0.01927580721035552,0.0166367577247306,-0.0020594042408918403,0.002259631576991607,5
SPY,2020-06-11,2020-09-02,5,2020-06-18,15.23,3.85,3.9613,19.52,0.041,0.0214,0.02135896183717754,0.001815356681386729,0.1047354097964891,-0.04466916406466384,0.04103122767091028,0.03531058421864004,57.34891979917987,8.317109365754703,0.7764112050531802,-1.3332470959701386,0.05988076106977198,0.018753638487185767,0.010961569449731236,0.02137701944088903,-0.0033395554263846113,-0.0031025339431037364,5
SPY,2020-10-30,2021-09-02,5,2020-11-06,30.83,4.06,7.5936,40.29,0.1271,0.0192,0.019170810970349353,0.001520395210689817,0.0923615624011514,0.0030238499062930635,0.1270761889030162,0.0746972527064066,60.40732719533995,23.28614124234379,0.9275344030419239,-0.7305872568014422,0.03296708188875009,0.06998459669489329,0.024646095909602452,0.06854533007575857,0.0028203386438702253,0.010132746886771682,5
SPY,2023-03-13,2023-07-31,5,2023-03-20,16.7,2.6,6.4311,19.69,0.0113,0.0173,0.017349748383653194,0.0016760870624516512,0.05271327807334546,-0.03093099069182438,0.0113071684544317,0.025920754257762434,48.31785977577496,13.649743690639568,0.8319223718635553,-0.813384107003839,-0.012357961746543576,0.02208884593181154,-0.0011217099775710298,0.03606560888927151,-0.0006288250413432902,0.004375279101040386,5
SPY,2023-10-27,2024-03-27,5,2023-11-03,21.22,1.97,10.7486,28.31,0.0314,0.0137,0.013727346981757517,-0.00032252521059387106,0.07758859325603731,0.0032923732486990764,0.031361304051098826,0.05499570074636293,58.306888974096665,29.085822065002716,1.092318001615013,-0.07913649826265101,0.0033255371424099765,0.058223820013444984,0.019804204281338108,0.056972531861792935,0.0033787764149871063,0.007547131189949828,5
SPY,2024-08-05,2025-02-19,5,2024-08-12,15.68,4.17,3.7568,19.23,0.0663,0.0213,0.02125434316910452,0.0015588917492088544,0.09756847288194387,0.00936382490177104,0.06626544731999169,0.026181039770062517,45.509480825533686,14.724516502286079,0.682268251939894,-1.8552696125123713,-0.017848958842297976,0.028834764197465588,-0.014701583046344316,0.04306221626319012,-0.002940625669131996,0.003997036059973358,5
SRE,2022-06-17,2022-09-12,5,2022-06-27,17.49,4.28,4.089,26.91,0.0659,0.0292,0.029174457788980396,-0.0010172066949052823,0.23797749131301854,-0.01873633286379761,0.06588951645411516,0.07626828459855195,45.72961733434634,23.368319396247223,0.6416980455441994,-2.7652157884752824,-0.05683743059029494,0.08220987938124596,-0.01594250121425988,0.0987158767948601,0.0001024856258808784,0.01696803510387464,5
SRE,2026-01-22,2026-04-09,5,2026-01-29,15.32,4.06,3.772,17.14,0.0569,0.0228,0.022839096344874944,-0.0035582397057555247,0.09103709613414818,0.009283935945256339,0.05690915380914249,0.009375905257600695,45.079154147779484,6.1046839273068585,1.4172842423016165,-0.5660141328066652,-0.02208638762050673,0.020782930751525125,-0.01307033399150956,0.021042671909200582,-0.002401459609579674,8.193736317479907e-05,5
